mod_id,modality,person_id
2,Individuals,421
1,Couples,424
2,Individuals,424
3,Family,424
1,Couples,425
2,Individuals,425
3,Family,425
1,Couples,427
2,Individuals,427
3,Family,427
2,Individuals,429
1,Couples,430
2,Individuals,430
3,Family,430
1,Couples,431
2,Individuals,431
3,Family,431
1,Couples,432
2,Individuals,432
3,Family,432
2,Individuals,433
3,Family,433
2,Individuals,434
1,Couples,435
2,Individuals,435
1,Couples,436
2,Individuals,436
1,Couples,437
2,Individuals,437
0,Group,438
2,Individuals,438
1,Couples,441
2,Individuals,441
1,Couples,442
2,Individuals,442
2,Individuals,443
3,Family,443
2,Individuals,444
1,Couples,445
2,Individuals,445
2,Individuals,446
1,Couples,447
2,Individuals,447
3,Family,447
1,Couples,448
2,Individuals,448
3,Family,448
0,Group,449
2,Individuals,449
3,Family,449
2,Individuals,450
3,Family,450
1,Couples,451
2,Individuals,451
3,Family,451
2,Individuals,453
3,Family,453
1,Couples,454
2,Individuals,454
3,Family,454
1,Couples,455
2,Individuals,455
3,Family,455
1,Couples,456
2,Individuals,456
1,Couples,457
2,Individuals,457
3,Family,457
0,Group,458
1,Couples,458
2,Individuals,458
1,Couples,459
2,Individuals,459
1,Couples,461
2,Individuals,461
1,Couples,462
2,Individuals,462
3,Family,462
1,Couples,463
2,Individuals,463
3,Family,463
1,Couples,465
2,Individuals,465
3,Family,465
1,Couples,466
2,Individuals,466
3,Family,466
0,Group,467
1,Couples,467
2,Individuals,467
2,Individuals,468
2,Individuals,469
2,Individuals,471
2,Individuals,472
0,Group,473
2,Individuals,473
1,Couples,474
2,Individuals,474
3,Family,474
1,Couples,475
2,Individuals,475
0,Group,477
1,Couples,477
2,Individuals,477
0,Group,478
1,Couples,478
2,Individuals,478
1,Couples,479
2,Individuals,479
3,Family,479
1,Couples,480
2,Individuals,480
3,Family,480
1,Couples,481
2,Individuals,481
3,Family,481
2,Individuals,482
0,Group,483
1,Couples,483
2,Individuals,483
0,Group,484
2,Individuals,484
3,Family,484
0,Group,485
2,Individuals,485
3,Family,485
1,Couples,486
2,Individuals,486
3,Family,486
1,Couples,487
2,Individuals,487
3,Family,487
2,Individuals,488
3,Family,488
1,Couples,489
2,Individuals,489
3,Family,489
0,Group,490
2,Individuals,490
3,Family,490
1,Couples,491
2,Individuals,491
3,Family,491
2,Individuals,492
3,Family,492
0,Group,493
1,Couples,493
2,Individuals,493
2,Individuals,494
1,Couples,495
2,Individuals,495
1,Couples,496
2,Individuals,496
3,Family,496
1,Couples,497
2,Individuals,497
0,Group,498
1,Couples,498
2,Individuals,498
2,Individuals,499
3,Family,499
1,Couples,501
2,Individuals,501
3,Family,501
0,Group,502
1,Couples,502
2,Individuals,502
1,Couples,503
2,Individuals,503
1,Couples,504
2,Individuals,504
1,Couples,505
2,Individuals,505
3,Family,505
2,Individuals,506
1,Couples,507
2,Individuals,507
3,Family,507
2,Individuals,508
3,Family,508
1,Couples,509
2,Individuals,509
3,Family,509
0,Group,510
1,Couples,510
2,Individuals,510
2,Individuals,511
0,Group,513
2,Individuals,513
2,Individuals,514
1,Couples,515
2,Individuals,515
3,Family,515
1,Couples,516
2,Individuals,516
3,Family,516
1,Couples,517
2,Individuals,517
0,Group,518
1,Couples,518
2,Individuals,518
1,Couples,519
2,Individuals,519
3,Family,519
2,Individuals,520
2,Individuals,521
1,Couples,522
2,Individuals,522
0,Group,523
2,Individuals,523
3,Family,523
1,Couples,525
2,Individuals,525
3,Family,525
2,Individuals,526
1,Couples,527
2,Individuals,527
2,Individuals,528
3,Family,528
2,Individuals,529
1,Couples,530
2,Individuals,530
1,Couples,531
2,Individuals,531
2,Individuals,532
3,Family,532
0,Group,533
1,Couples,533
2,Individuals,533
1,Couples,534
2,Individuals,534
3,Family,534
1,Couples,535
2,Individuals,535
3,Family,535
2,Individuals,536
2,Individuals,537
1,Couples,538
2,Individuals,538
3,Family,538
1,Couples,539
2,Individuals,539
3,Family,539
2,Individuals,540
1,Couples,542
2,Individuals,542
0,Group,544
2,Individuals,544
2,Individuals,545
1,Couples,546
2,Individuals,546
3,Family,546
1,Couples,547
2,Individuals,547
3,Family,547
2,Individuals,548
0,Group,549
2,Individuals,549
1,Couples,551
2,Individuals,551
3,Family,551
2,Individuals,552
0,Group,553
2,Individuals,553
3,Family,553
2,Individuals,554
2,Individuals,556
3,Family,556
2,Individuals,557
1,Couples,558
2,Individuals,558
3,Family,558
1,Couples,559
2,Individuals,559
3,Family,559
0,Group,560
2,Individuals,560
3,Family,560
0,Group,561
1,Couples,561
2,Individuals,561
2,Individuals,562
1,Couples,563
2,Individuals,563
1,Couples,564
2,Individuals,564
1,Couples,566
2,Individuals,566
3,Family,566
1,Couples,567
2,Individuals,567
3,Family,567
0,Group,568
2,Individuals,568
1,Couples,569
2,Individuals,569
1,Couples,571
2,Individuals,571
3,Family,571
1,Couples,572
2,Individuals,572
3,Family,572
0,Group,574
2,Individuals,574
3,Family,574
0,Group,575
1,Couples,575
2,Individuals,575
0,Group,576
1,Couples,576
3,Family,576
1,Couples,577
2,Individuals,577
3,Family,577
0,Group,578
2,Individuals,578
3,Family,578
1,Couples,580
2,Individuals,580
3,Family,580
1,Couples,581
2,Individuals,581
3,Family,581
0,Group,582
1,Couples,582
2,Individuals,582
1,Couples,583
2,Individuals,583
3,Family,583
1,Couples,584
2,Individuals,584
3,Family,584
1,Couples,585
2,Individuals,585
0,Group,586
1,Couples,586
2,Individuals,586
2,Individuals,588
1,Couples,589
2,Individuals,589
0,Group,590
2,Individuals,590
1,Couples,592
2,Individuals,592
3,Family,592
0,Group,593
1,Couples,593
2,Individuals,593
1,Couples,594
2,Individuals,594
1,Couples,595
2,Individuals,595
3,Family,595
1,Couples,596
2,Individuals,596
3,Family,596
2,Individuals,597
1,Couples,598
2,Individuals,598
2,Individuals,599
2,Individuals,600
3,Family,600
0,Group,601
2,Individuals,601
1,Couples,602
2,Individuals,602
3,Family,602
0,Group,603
2,Individuals,603
3,Family,603
1,Couples,604
2,Individuals,604
3,Family,604
0,Group,606
2,Individuals,606
1,Couples,607
2,Individuals,607
3,Family,607
1,Couples,608
2,Individuals,608
3,Family,608
2,Individuals,609
0,Group,610
1,Couples,610
2,Individuals,610
1,Couples,611
2,Individuals,611
3,Family,611
0,Group,614
2,Individuals,614
3,Family,614
1,Couples,616
2,Individuals,616
1,Couples,617
2,Individuals,617
3,Family,617
1,Couples,619
2,Individuals,619
3,Family,619
1,Couples,621
2,Individuals,621
3,Family,621
2,Individuals,622
0,Group,623
1,Couples,623
2,Individuals,623
0,Group,624
1,Couples,624
2,Individuals,624
0,Group,625
1,Couples,625
2,Individuals,625
0,Group,626
2,Individuals,626
3,Family,626
1,Couples,627
2,Individuals,627
3,Family,627
1,Couples,628
2,Individuals,628
3,Family,628
0,Group,629
1,Couples,629
2,Individuals,629
1,Couples,630
2,Individuals,630
3,Family,630
0,Group,631
1,Couples,631
2,Individuals,631
1,Couples,632
2,Individuals,632
3,Family,632
1,Couples,633
2,Individuals,633
0,Group,634
2,Individuals,634
3,Family,634
1,Couples,635
2,Individuals,635
3,Family,635
2,Individuals,636
3,Family,636
1,Couples,637
2,Individuals,637
3,Family,637
1,Couples,638
2,Individuals,638
2,Individuals,640
1,Couples,641
2,Individuals,641
3,Family,641
2,Individuals,642
3,Family,642
2,Individuals,643
2,Individuals,644
1,Couples,645
2,Individuals,645
1,Couples,646
2,Individuals,646
3,Family,646
1,Couples,648
2,Individuals,648
1,Couples,649
2,Individuals,649
3,Family,649
1,Couples,650
2,Individuals,650
3,Family,650
1,Couples,651
2,Individuals,651
3,Family,651
2,Individuals,652
1,Couples,653
2,Individuals,653
1,Couples,654
2,Individuals,654
3,Family,654
1,Couples,655
2,Individuals,655
3,Family,655
1,Couples,656
2,Individuals,656
3,Family,656
2,Individuals,657
1,Couples,658
2,Individuals,658
3,Family,658
1,Couples,659
2,Individuals,659
3,Family,659
0,Group,660
1,Couples,660
2,Individuals,660
1,Couples,661
2,Individuals,661
3,Family,661
1,Couples,662
2,Individuals,662
3,Family,662
0,Group,663
2,Individuals,663
0,Group,664
1,Couples,664
2,Individuals,664
0,Group,665
1,Couples,665
2,Individuals,665
1,Couples,666
2,Individuals,666
1,Couples,667
2,Individuals,667
1,Couples,668
2,Individuals,668
3,Family,668
1,Couples,669
2,Individuals,669
3,Family,669
2,Individuals,672
1,Couples,674
2,Individuals,674
3,Family,674
2,Individuals,675
1,Couples,676
2,Individuals,676
3,Family,676
1,Couples,677
2,Individuals,677
3,Family,677
1,Couples,678
2,Individuals,678
3,Family,678
1,Couples,679
2,Individuals,679
3,Family,679
1,Couples,680
2,Individuals,680
1,Couples,681
2,Individuals,681
2,Individuals,682
1,Couples,683
2,Individuals,683
3,Family,683
1,Couples,684
2,Individuals,684
0,Group,685
2,Individuals,685
3,Family,685
1,Couples,686
2,Individuals,686
3,Family,686
0,Group,687
2,Individuals,687
1,Couples,688
2,Individuals,688
3,Family,688
2,Individuals,689
0,Group,690
2,Individuals,690
3,Family,690
1,Couples,691
2,Individuals,691
3,Family,691
2,Individuals,692
2,Individuals,693
3,Family,693
1,Couples,694
2,Individuals,694
3,Family,694
1,Couples,696
2,Individuals,696
3,Family,696
0,Group,697
2,Individuals,697
3,Family,697
1,Couples,699
2,Individuals,699
3,Family,699
1,Couples,700
2,Individuals,700
3,Family,700
2,Individuals,701
2,Individuals,702
3,Family,702
1,Couples,703
2,Individuals,703
0,Group,704
1,Couples,704
2,Individuals,704
1,Couples,705
2,Individuals,705
3,Family,705
0,Group,706
1,Couples,706
2,Individuals,706
1,Couples,707
2,Individuals,707
0,Group,708
1,Couples,708
2,Individuals,708
1,Couples,709
2,Individuals,709
3,Family,709
0,Group,710
1,Couples,710
2,Individuals,710
1,Couples,711
2,Individuals,711
3,Family,711
0,Group,712
2,Individuals,712
2,Individuals,713
3,Family,713
0,Group,714
1,Couples,714
2,Individuals,714
1,Couples,715
2,Individuals,715
0,Group,716
2,Individuals,716
3,Family,716
2,Individuals,717
3,Family,717
0,Group,718
2,Individuals,718
1,Couples,719
2,Individuals,719
3,Family,719
0,Group,720
1,Couples,720
2,Individuals,720
2,Individuals,721
1,Couples,722
2,Individuals,722
3,Family,722
1,Couples,723
2,Individuals,723
3,Family,723
0,Group,724
1,Couples,724
2,Individuals,724
0,Group,725
1,Couples,725
2,Individuals,725
1,Couples,726
2,Individuals,726
3,Family,726
1,Couples,727
2,Individuals,727
2,Individuals,728
1,Couples,729
2,Individuals,729
3,Family,729
1,Couples,730
2,Individuals,730
3,Family,730
1,Couples,731
2,Individuals,731
3,Family,731
2,Individuals,732
0,Group,733
2,Individuals,733
1,Couples,735
2,Individuals,735
3,Family,735
1,Couples,736
2,Individuals,736
3,Family,736
1,Couples,737
2,Individuals,737
3,Family,737
1,Couples,738
2,Individuals,738
3,Family,738
1,Couples,739
2,Individuals,739
3,Family,739
1,Couples,740
2,Individuals,740
3,Family,740
1,Couples,741
2,Individuals,741
1,Couples,742
2,Individuals,742
3,Family,742
1,Couples,743
2,Individuals,743
1,Couples,744
2,Individuals,744
1,Couples,745
2,Individuals,745
2,Individuals,746
3,Family,746
1,Couples,747
2,Individuals,747
3,Family,747
2,Individuals,748
2,Individuals,749
2,Individuals,750
3,Family,750
1,Couples,751
2,Individuals,751
2,Individuals,752
1,Couples,753
2,Individuals,753
2,Individuals,754
3,Family,754
1,Couples,755
2,Individuals,755
3,Family,755
2,Individuals,756
2,Individuals,757
1,Couples,758
2,Individuals,758
0,Group,760
1,Couples,760
2,Individuals,760
1,Couples,761
2,Individuals,761
3,Family,761
1,Couples,762
2,Individuals,762
1,Couples,763
2,Individuals,763
3,Family,763
1,Couples,764
2,Individuals,764
3,Family,764
0,Group,765
1,Couples,765
2,Individuals,765
2,Individuals,766
1,Couples,768
2,Individuals,768
1,Couples,769
2,Individuals,769
3,Family,769
1,Couples,770
2,Individuals,770
3,Family,770
1,Couples,771
2,Individuals,771
3,Family,771
1,Couples,772
2,Individuals,772
0,Group,773
1,Couples,773
2,Individuals,773
1,Couples,774
2,Individuals,774
3,Family,774
1,Couples,775
2,Individuals,775
3,Family,775
1,Couples,776
2,Individuals,776
3,Family,776
1,Couples,777
2,Individuals,777
3,Family,777
1,Couples,778
2,Individuals,778
3,Family,778
2,Individuals,780
3,Family,780
0,Group,781
1,Couples,781
2,Individuals,781
1,Couples,782
2,Individuals,782
0,Group,783
1,Couples,783
2,Individuals,783
2,Individuals,784
3,Family,784
0,Group,785
2,Individuals,785
0,Group,786
2,Individuals,786
3,Family,786
2,Individuals,787
1,Couples,789
2,Individuals,789
3,Family,789
1,Couples,790
2,Individuals,790
3,Family,790
2,Individuals,791
2,Individuals,792
0,Group,793
2,Individuals,793
2,Individuals,794
1,Couples,795
2,Individuals,795
3,Family,795
1,Couples,796
2,Individuals,796
3,Family,796
2,Individuals,797
1,Couples,799
2,Individuals,799
