id,name
1033,midlife transitional issues
1034,npe (not parent expected) dna discovery
1035,coporate counsulting and training
1036,lgtqia
1037,anti- racist
1038,adolescents
1039,adoptive families
1040,immigration assessment
1041,adjusting to motherhood
1042,video game addiction
1043,mediation
1044,co-dependence
1045,complicated grief
1046,size acceptance/haes
1047,specializing in sexuality concerns
1048,wellness
1049,inner critic artist issues
1050,parenting after trauma
1051,death loss
1052,play and art therapies
1053,parental alienation and estrangement
1054,families with young children
1055,neuropsychological exam; brain injury; concussion
1056,enuresis/bedwetting
1057,mental health needs of caregivers
1058,young adults: finding yourself
1059,adolescents/teens
1060,survivors of natural disasters
1061,catholic/christian
1062,highly sensitive people (hsps) and empaths
1063,adult children of alcoholics
1064,biblical counseling
1065,parenting gate children
1066,autoimmune diseases
1067,minority stress
1068,emotional support animal
1069,elderly parent care
1070,dui court mandated counseling
1071,successful aging- for those age +
1072,日本語
1073,general anxiety
1074,mid-life crises
1075,caregiver stress/compassion fatigue
1076,bi-cultural issues
1077,immigration trauma
1078,faith deconstructions
1079,sexual and gender minority stress
1080,break-up support
1081,highly sensitive children and adults
1082,general discontent and malaise
1083,cultural-related issues
1084,workplace/career issues
1085,family patterns
1086,24/7 laser coaching
1087,sports
1088,work and academic performance
1089,depression and isolation
1090,hair-pulling
1091,teen mothers
1092,adolescence and young adulthood
1093,i work with transgender clients as well
1094,gifted/twice exceptional
1095,wedding officiant
1096,drug testing available
1097,repatriate
1098,new or expecting fathers
1099,spiritual issues
1100,law of attraction
1101,stepfamilies and blended families
1102,pansexual
1103,grief and loss (loved ones & fertility)
1104,racial/ethnic issues
1105,people of color
1106,men's issues: anger
1107,gender fluid/gender non-conforming/non-binary
1108,cultural issues: i lived in 12 countries; speak 6
1109,"relationships (dating, co-habitation, singles)"
1110,adjustment to life transitions
1111,south asian mental health
1112,teletherapy in california
1113,cancer-related issues
1114,self-assertion
1115,teen and young adult mental health services
1116,lack of intimacy
1117,teletherapy sessions in california and florida
1118,special education/iep
1119,trauma focused cognitive behavioral therapy
1120,stigma challenges
1121,child welfare
1122,mindfulness practice development
1123,lgbt*q+
1124,entertainment professionals
1125,sexual health & identity
1126,professional and leadership coaching
1127,amends
1128,therapists who treat other therapists
1129,adults coping with childhood trauma
1130,affairs in relationships
1131,writers-creative blocks
1132,vocational guidance
1133,women's empowerment
1134,"""only child"" dynamics"
1135,neurodivergent affirming
1136,covid19 related issues
1137,functional neurological symptom disorder (fnsd)
1138,vawa
1139,lesbian
1140,neurofeedback
1141,issues related to culture & immigration
1142,pre-adoptive psychological evaluations
1143,school performance
1144,socio-political stress
1145,emdr w/ infants
1146,writer's block (creativity)
1147,& conflict resolution
1148,lying
1149,identity exploration
1150,emotional support animal letters
1151,panic & agoraphobia
1152,marriage specialty
1153,covid-19 stressors
1154,shifts
1155,covid-19 support
1156,parenting a child with special needs
1157,sex positive therapist
1158,safe cannabis use
1159,creative frustration
1160,gynecomastia
1161,intrusive thoughts of harming your baby
1162,motherhood & recovery
1163,ketamine-assisted psychotherapy
1164,spiritual trauma
1165,poly and enm related issues
1166,male incest
1167,clinical health psychology
1168,stress mgmt
1169,evaluaciones para imigracion/ uvisas
1170,deconstructing
1171,police staff
1172,sport psychology
1173,spinal cord stimulator evaluations
1174,cultivating intimacy
1175,existential concerns
1176,military counseling
1177,love addiction & love avoidance
1178,"religious trauma - (organized religion/jw's, etc.)"
1179,mind body integration
1180,complex ptsd and trauma
1181,organizational systems
1182,2e (gifted with learning differences)
1183,applied sports & health psychology
1184,pandemic support
1185,self-esteem issues
1186,family work-life balance
1187,spiritual and existential challenges
1188,chronic impulsivity
1189,meditation
1190,open
1191,adolescents and adults
1192,weight management
1193,adolescents & teens
1194,phobias
1195,mindfulness for personal development & self-growth
1196,assessment for legal problems
1197,dating challenges
1198,sibling relations
1199,recovery/growth after displacement
1200,academic stress
1201,co-morbid ocd & eating disorder
1202,boundaries and attachment
1203,parenting disabled children
1204,autism spectrum discorder
1205,mind-body connectedness
1206,stuck in flight/fligh
1207,work/life balance
1208,couple therapy
1209,iep & section 504 evaluations
1210,seeking insight of past psychological labels
1211,court mandated
1212,teen health
1213,crisis intervention
1214,cultural and societal influences
1215,cancer & coping with chronic illness
1216,first responder challenges
1217,business
1218,wellness and healthy self care
1219,somatic symptom disorders
1220,reintegration counseling
1221,teen stress
1222,mindfulness-based stress reduction
1223,multicultural influences on self and relationships
1224,women of color
1225,college & career adjustment
1226,adhd
1227,managing divorce for men
1228,job dissatisfaction
1229,avoidant restrictive food intake disorder (arfid)
1230,trauma recovery/emdr®/cognitive beh
1231,self-determination
1232,partner trauma
1233,aging and/or chronic illness
1234,personality disorders
1235,pregnancy loss
1236,emotional overeating
1237,interpersonal growth
1238,working through nightmares
1239,mangier's
1240,job loss
1241,addiction to p*rnography / social media
1242,unlocking creativity
1243,moral injury
1244,ketamine therapy integration
1245,minfulness
1246,identity/intimacy
1247,detur
1248,unworthiness
1249,healthy body and self-image for females
1250,psychological evaluations for immigrants
1251,binge eating
1252,relationships
1253,attachment issues
1254,post-cult trauma
1255,financial stress
1256,co-parenting couseling
1257,negative memories
1258,couples and marriage counseling
1259,telehealth (online counseling)
1260,health at every size
1261,phase of life issues
1262,multicultural dynamics
1263,online therapy
1264,oppression&health
1265,teen/young adult
1266,professional development
1267,break-ups and dating
1268,marginalization trauma
1269,disability and pre-surgical evaluations
1270,parent child interaction therapy
1271,productivity for businesses/employees
1272,adult family therapy
1273,loss and life transitions
1274,working with creatives
1275,breast cancer
1276,money/bereavment/self-esteem
1277,borderline personality (bpd)
1278,dental phobia and tmd
1279,music industry stressors
1280,workplace bullying
1281,difficulty conceiving
1282,job stress
1283,sex & your relationship
1284,eating and body image concerns
1285,adult children of mentally ill parents
1286,online therapy available
1287,university student issues
1288,self identity counseling
1289,dating at midlife. fearfull but not impossible
1290,"executive functioning (organization, planning)"
